"species","lon","lat"
"Lutra lutra",-4.85,36.81
"Lutra lutra",-2.37,38.44
"Lutra lutra",-2.46,41.87
"Lutra lutra",-4.09,38.53
"Lutra lutra",-7.11,42.66
"Lutra lutra",-2.34,41.59
"Lutra lutra",-4.08,37.99
"Lutra lutra",-2.33,42.41
"Lutra lutra",-7.09,43.29
"Lutra lutra",-2.14,38.53
"Lutra lutra",-2.26,38.26
"Lutra lutra",-3.86,38.08
"Lutra lutra",-3.97,37.99
"Lutra lutra",-2.46,41.96
"Lutra lutra",-7.11,42.75
"Lutra lutra",-6.98,42.84
"Lutra lutra",-2.34,41.69
"Lutra lutra",-4.08,38.08
"Lutra lutra",-6.99,42.48
"Lutra lutra",-2.26,38.35
"Lutra lutra",-3.51,37.99
"Lutra lutra",-2.46,42.05
"Lutra lutra",-3.97,38.17
"Lutra lutra",-6.98,42.93
"Lutra lutra",-2.34,41.78
"Lutra lutra",-3.97,38.26
"Lutra lutra",-3.51,38.08
"Lutra lutra",-2.46,42.14
"Lutra lutra",-6.98,43.02
"Lutra lutra",-6.97,43.11
"Lutra lutra",-3.51,38.17
"Lutra lutra",-2.34,41.87
"Lutra lutra",-2.45,42.23
"Lutra lutra",-2.34,41.96
"Lutra lutra",-7.09,39.24
"Lutra lutra",-7.08,39.51
"Lutra lutra",-7.08,39.42
"Lutra lutra",-6.85,39.41
"Lutra lutra",-6.96,39.6
"Lutra lutra",-6.97,39.42
"Lutra lutra",-6.98,38.97
"Lutra lutra",-6.97,39.15
"Lutra lutra",-7.09,39.15
"Lutra lutra",-7.08,39.6
"Lutra lutra",-6.85,39.59
"Lutra lutra",-6.75,38.87
"Lutra lutra",-6.98,38.88
"Lutra lutra",-6.74,39.32
"Lutra lutra",-6.96,39.69
"Lutra lutra",-6.85,39.5
"Lutra lutra",-6.86,39.23
"Lutra lutra",-6.86,39.05
"Lutra lutra",-6.83,39.96
"Lutra lutra",-6.75,39.05
"Lutra lutra",-7.73,42.31
"Lutra lutra",-6.96,39.51
"Lutra lutra",-6.97,39.33
"Lutra lutra",-6.73,39.59
"Lutra lutra",-6.75,38.96
"Lutra lutra",-6.84,39.78
"Lutra lutra",-6.84,39.68
"Lutra lutra",-6.73,39.41
"Lutra lutra",-6.67,41.21
"Lutra lutra",-6.87,38.87
"Lutra lutra",-6.85,39.32
"Lutra lutra",-7.61,41.95
"Lutra lutra",-6.72,39.77
"Lutra lutra",-6.84,39.87
"Lutra lutra",-6.74,39.14
"Lutra lutra",-6.86,39.14
"Lutra lutra",-6.73,39.68
"Lutra lutra",-7.72,42.4
"Lutra lutra",-7.73,42.04
"Lutra lutra",-7.73,41.95
"Lutra lutra",-6.73,39.5
"Lutra lutra",-6.86,38.96
"Lutra lutra",-6.68,41.12
"Lutra lutra",-6.96,39.78
"Lutra lutra",-7.73,42.13
"Lutra lutra",-6.74,39.23
"Lutra lutra",-7.73,42.22
"Lutra lutra",-1.35,42.67
"Lutra lutra",-1.35,42.94
"Lutra lutra",-1.23,42.57
"Lutra lutra",-1.22,42.93
"Lutra lutra",-1.35,42.76
"Lutra lutra",-1.36,42.58
"Lutra lutra",-1.23,42.66
"Lutra lutra",-1.11,42.48
"Lutra lutra",-1.35,42.85
"Lutra lutra",-5.45,41.39
"Lutra lutra",-7.36,42.31
"Lutra lutra",-4.57,39.51
"Lutra lutra",-5.46,41.48
"Lutra lutra",-4.33,39.34
"Lutra lutra",-4.45,39.52
"Lutra lutra",-6.81,40.59
"Lutra lutra",-7.24,37.89
"Lutra lutra",-4.33,38.98
"Lutra lutra",-7.36,42.4
"Lutra lutra",-4.34,39.43
"Lutra lutra",-4.57,39.6
"Lutra lutra",-4.22,39.43
"Lutra lutra",-4.45,39.16
"Lutra lutra",-4.21,38.98
"Lutra lutra",-7.13,37.8
"Lutra lutra",-7.25,37.35
"Lutra lutra",-4.93,39.78
"Lutra lutra",-4.46,39.61
"Lutra lutra",-7.14,37.26
"Lutra lutra",-4.33,39.07
"Lutra lutra",-6.71,40.04
"Lutra lutra",-3.67,42.41
"Lutra lutra",-6.68,41.03
"Lutra lutra",-6.94,40.23
"Lutra lutra",-4.45,39.25
"Lutra lutra",-4.34,39.52
"Lutra lutra",-4.22,39.52
"Lutra lutra",-7.36,37.44
"Lutra lutra",-6.8,40.95
"Lutra lutra",-4.57,39.69
"Lutra lutra",-4.21,39.07
"Lutra lutra",-3.66,42.05
"Lutra lutra",-4.46,39.7
"Lutra lutra",-7.14,37.35
"Lutra lutra",-6.71,40.13
"Lutra lutra",-7.25,37.44
"Lutra lutra",-4.44,38.89
"Lutra lutra",-4.33,39.16
"Lutra lutra",-3.54,41.6
"Lutra lutra",-7.25,41.94
"Lutra lutra",-7.37,41.86
"Lutra lutra",-4.45,39.34
"Lutra lutra",-6.83,40.14
"Lutra lutra",-6.77,42.03
"Lutra lutra",-4.57,39.33
"Lutra lutra",-5.28,39.77
"Lutra lutra",-7.36,37.53
"Lutra lutra",-6.8,41.04
"Lutra lutra",-4.22,39.16
"Lutra lutra",-4.34,39.61
"Lutra lutra",-4.33,38.89
"Lutra lutra",-6.71,40.22
"Lutra lutra",-3.67,42.14
"Lutra lutra",-4.44,38.98
"Lutra lutra",-7.25,37.53
"Lutra lutra",-4.33,39.25
"Lutra lutra",-7.13,37.44
"Lutra lutra",-7.25,42.03
"Lutra lutra",-7.37,41.95
"Lutra lutra",-4.45,39.43
"Lutra lutra",-4.57,39.42
"Lutra lutra",-6.83,40.23
"Lutra lutra",-4.34,39.7
"Lutra lutra",-6.69,40.67
"Lutra lutra",-5.16,39.78
"Lutra lutra",-7.36,37.62
"Lutra lutra",-5.14,39.05
"Lutra lutra",-5.89,40.39
"Lutra lutra",-6.87,42.39
"Lutra lutra",-6.81,40.77
"Lutra lutra",-7.24,37.62
"Lutra lutra",-5.27,39.68
"Lutra lutra",-7.37,42.04
"Lutra lutra",-7.13,37.53
"Lutra lutra",-6.71,40.31
"Lutra lutra",-3.67,42.23
"Lutra lutra",-4.44,39.07
"Lutra lutra",-5.64,40.04
"Lutra lutra",-4.22,39.25
"Lutra lutra",-6.82,40.32
"Lutra lutra",-6.69,40.76
"Lutra lutra",-5.04,39.78
"Lutra lutra",-7.35,37.71
"Lutra lutra",-6.95,40.14
"Lutra lutra",-7.37,42.13
"Lutra lutra",-7.24,37.71
"Lutra lutra",-5.14,39.14
"Lutra lutra",-5.13,38.87
"Lutra lutra",-5.89,40.48
"Lutra lutra",-7.13,37.62
"Lutra lutra",-6.7,40.4
"Lutra lutra",-3.67,42.32
"Lutra lutra",-5.82,38.77
"Lutra lutra",-6.69,40.85
"Lutra lutra",-6.82,40.41
"Lutra lutra",-4.22,39.34
"Lutra lutra",-5.26,39.23
"Lutra lutra",-7.36,37.35
"Lutra lutra",-5.75,40.03
"Lutra lutra",-7.35,37.8
"Lutra lutra",-7.24,37.8
"Lutra lutra",-5.89,40.57
"Lutra lutra",-5.69,38.32
"Lutra lutra",-7.13,37.71
"Lutra lutra",-5.71,38.77
"Lutra lutra",-7.36,42.22
"Lutra lutra",-5.14,38.96
"Lutra lutra",-6.7,40.49
"Lutra lutra",-5.77,40.39
"Lutra lutra",-5.14,39.23
"Lutra lutra",-5.42,37.07
"Lutra lutra",-6.68,40.94
"Lutra lutra",-5.68,38.05
"Lutra lutra",-5.31,37.16
"Lutra lutra",-5.27,39.41
"Lutra lutra",-5.68,37.96
"Lutra lutra",-5.76,40.21
"Lutra lutra",-5.76,40.12
"Lutra lutra",-7.25,37.26
"Lutra lutra",-5.7,38.68
"Lutra lutra",-5.44,37.79
"Lutra lutra",-6.7,40.58
"Lutra lutra",-5.44,37.7
"Lutra lutra",-5.77,40.48
"Lutra lutra",-5.26,39.14
"Lutra lutra",-5.68,38.14
"Lutra lutra",-5.27,39.5
"Lutra lutra",-5.44,37.88
"Lutra lutra",-5.77,40.3
"Lutra lutra",-5.68,38.23
"Lutra lutra",-5.78,40.57
"Lutra lutra",-5.27,39.59
"Lutra lutra",-5.56,37.87
"Lutra lutra",-7.47,37.53
"Lutra lutra",-7.01,37.71
"Lutra lutra",-7.01,37.8
"Lutra lutra",-7.02,37.53
"Lutra lutra",-7.36,37.26
"Lutra lutra",-7.01,37.89
"Lutra lutra",-7.02,37.62
"Lutra lutra",-6.9,37.79
"Lutra lutra",-6.91,37.25
"Lutra lutra",-7.02,37.35
"Lutra lutra",-6.99,38.61
"Lutra lutra",-6.91,37.43
"Lutra lutra",-6.89,38.15
"Lutra lutra",-6.8,37.34
"Lutra lutra",-6.88,38.33
"Lutra lutra",-6.88,38.51
"Lutra lutra",-6.88,38.6
"Lutra lutra",-7,38.43
"Lutra lutra",-7.03,37.26
"Lutra lutra",-6.88,38.42
"Lutra lutra",-7,38.34
"Lutra lutra",-6.91,37.34
"Lutra lutra",-6.78,37.97
"Lutra lutra",-6.9,37.61
"Lutra lutra",-6.8,37.43
"Lutra lutra",-6.77,38.42
"Lutra lutra",-6.89,38.06
"Lutra lutra",-6.99,38.52
"Lutra lutra",-7.2,39.24
"Lutra lutra",-6.25,36.97
"Lutra lutra",-7.2,39.33
"Lutra lutra",-7.12,37.89
"Lutra lutra",-6.77,38.24
"Lutra lutra",-6.9,37.7
"Lutra lutra",-6.47,36.97
"Lutra lutra",-6.8,37.25
"Lutra lutra",-6.8,37.16
"Lutra lutra",-6.89,38.24
"Lutra lutra",-7.2,39.51
"Lutra lutra",-6.87,38.69
"Lutra lutra",-6.76,38.6
"Lutra lutra",-6.9,37.88
"Lutra lutra",-6.91,37.52
"Lutra lutra",-7.43,39.6
"Lutra lutra",-6.2,38.14
"Lutra lutra",-7.31,39.6
"Lutra lutra",-6.69,37.34
"Lutra lutra",-6.76,38.51
"Lutra lutra",-6.73,43.11
"Lutra lutra",-6.15,36.52
"Lutra lutra",-6.84,43.29
"Lutra lutra",-6.89,37.97
"Lutra lutra",-6.76,38.69
"Lutra lutra",-6.77,38.33
"Lutra lutra",-6.18,38.77
"Lutra lutra",0.26,42.55
"Lutra lutra",-6.26,36.61
"Lutra lutra",-6.22,37.6
"Lutra lutra",-6.02,39.85
"Lutra lutra",-7.2,39.42
"Lutra lutra",-6.15,36.61
"Lutra lutra",-6.76,38.78
"Lutra lutra",-6.04,36.6
"Lutra lutra",0.51,42.29
"Lutra lutra",-6.77,38.15
"Lutra lutra",-6.2,38.23
"Lutra lutra",-6.36,36.88
"Lutra lutra",-3.06,40.88
"Lutra lutra",-6.68,37.43
"Lutra lutra",-6.72,43.2
"Lutra lutra",-6.07,38.68
"Lutra lutra",-6.75,42.48
"Lutra lutra",-9.06,42.95
"Lutra lutra",-7.31,39.51
"Lutra lutra",-6.34,37.6
"Lutra lutra",-6.09,38.05
"Lutra lutra",-6.25,36.88
"Lutra lutra",0.51,42.38
"Lutra lutra",-9.18,43.04
"Lutra lutra",-3.18,40.88
"Lutra lutra",-6.04,36.51
"Lutra lutra",-6.22,37.69
"Lutra lutra",0.26,42.64
"Lutra lutra",-6.72,39.86
"Lutra lutra",-6.02,39.94
"Lutra lutra",-7.19,39.6
"Lutra lutra",-6.2,38.32
"Lutra lutra",-9.06,43.04
"Lutra lutra",0.02,42.46
"Lutra lutra",-6.68,37.52
"Lutra lutra",-6.33,37.69
"Lutra lutra",-6.75,42.57
"Lutra lutra",-3.06,40.97
"Lutra lutra",-6.61,39.77
"Lutra lutra",-8.09,42.13
"Lutra lutra",-6.72,43.29
"Lutra lutra",-9.18,43.13
"Lutra lutra",-6.24,37.15
"Lutra lutra",-6.22,37.78
"Lutra lutra",-6.69,37.16
"Lutra lutra",-8.58,42.14
"Lutra lutra",-8.82,42.41
"Lutra lutra",-6.37,39.95
"Lutra lutra",-6.09,38.14
"Lutra lutra",-3.18,40.97
"Lutra lutra",0.68,41.03
"Lutra lutra",-8.45,42.32
"Lutra lutra",-6.02,37.97
"Lutra lutra",-9.06,43.13
"Lutra lutra",0.38,42.47
"Lutra lutra",-6.19,38.41
"Lutra lutra",0.02,42.55
"Lutra lutra",-6.33,37.78
"Lutra lutra",-6.34,37.51
"Lutra lutra",-6.74,42.66
"Lutra lutra",-3.06,41.06
"Lutra lutra",-8.09,42.22
"Lutra lutra",-6.24,37.24
"Lutra lutra",-6.6,39.86
"Lutra lutra",-6.63,42.47
"Lutra lutra",-8.58,42.23
"Lutra lutra",-6.3,38.68
"Lutra lutra",0.68,41.12
"Lutra lutra",-6.86,42.75
"Lutra lutra",-6.09,38.23
"Lutra lutra",-6.69,37.25
"Lutra lutra",-8.45,42.41
"Lutra lutra",-6.26,39.76
"Lutra lutra",-3.18,41.06
"Lutra lutra",-6.74,42.75
"Lutra lutra",0.38,42.56
"Lutra lutra",0.01,42.64
"Lutra lutra",-3.06,41.15
"Lutra lutra",-6.19,38.5
"Lutra lutra",-6.24,37.06
"Lutra lutra",-3.3,41.42
"Lutra lutra",-7.97,42.13
"Lutra lutra",-8.09,42.31
"Lutra lutra",-6.23,37.33
"Lutra lutra",-6.6,39.95
"Lutra lutra",-8.58,42.32
"Lutra lutra",-6.29,38.77
"Lutra lutra",0.67,41.3
"Lutra lutra",-6.86,42.84
"Lutra lutra",-7.85,42.04
"Lutra lutra",-6.08,38.32
"Lutra lutra",-8.7,42.05
"Lutra lutra",-3.18,41.15
"Lutra lutra",-6.25,39.85
"Lutra lutra",0.38,42.65
"Lutra lutra",-8.21,42.22
"Lutra lutra",-6.74,42.84
"Lutra lutra",-3.3,41.51
"Lutra lutra",-6.49,39.77
"Lutra lutra",-6.19,38.59
"Lutra lutra",-3.06,41.24
"Lutra lutra",0.14,42.46
"Lutra lutra",-7.97,42.22
"Lutra lutra",-8.09,42.4
"Lutra lutra",-6.23,37.42
"Lutra lutra",-9.06,42.59
"Lutra lutra",-8.57,42.41
"Lutra lutra",-6.86,42.93
"Lutra lutra",-7.85,42.13
"Lutra lutra",0.79,41.22
"Lutra lutra",-8.7,42.14
"Lutra lutra",-3.18,41.24
"Lutra lutra",-6.08,38.41
"Lutra lutra",-6.21,38.05
"Lutra lutra",-8.33,42.14
"Lutra lutra",-8.21,42.31
"Lutra lutra",-6.25,39.94
"Lutra lutra",-6.73,42.93
"Lutra lutra",0.51,42.47
"Lutra lutra",-6.18,38.68
"Lutra lutra",-7.97,42.31
"Lutra lutra",-6.49,39.86
"Lutra lutra",-3.18,40.7
"Lutra lutra",-3.06,41.33
"Lutra lutra",-8.94,42.59
"Lutra lutra",0.14,42.55
"Lutra lutra",-6.85,43.02
"Lutra lutra",-3.18,41.42
"Lutra lutra",-3.18,40.79
"Lutra lutra",-8.21,42.4
"Lutra lutra",-8.7,42.32
"Lutra lutra",-7.85,42.22
"Lutra lutra",-6.48,39.95
"Lutra lutra",-7.97,42.4
"Lutra lutra",-3.06,41.42
"Lutra lutra",-6.14,39.76
"Lutra lutra",-7.97,41.95
"Lutra lutra",-8.82,41.96
"Lutra lutra",-6.03,39.67
"Lutra lutra",0.5,42.56
"Lutra lutra",-6.08,38.5
"Lutra lutra",-6.23,37.51
"Lutra lutra",-8.33,42.23
"Lutra lutra",-6.73,43.02
"Lutra lutra",-8.94,42.68
"Lutra lutra",0.13,42.64
"Lutra lutra",-6.85,43.11
"Lutra lutra",-9.18,42.95
"Lutra lutra",-8.82,43.13
"Lutra lutra",-3.18,41.51
"Lutra lutra",-8.1,41.86
"Lutra lutra",-7.85,42.31
"Lutra lutra",-8.82,42.68
"Lutra lutra",-8.46,42.14
"Lutra lutra",-6.37,39.77
"Lutra lutra",-9.06,42.77
"Lutra lutra",-7.97,42.04
"Lutra lutra",-7.85,41.95
"Lutra lutra",-8.82,42.05
"Lutra lutra",-6.14,39.85
"Lutra lutra",-5.98,38.85
"Lutra lutra",-6.07,38.59
"Lutra lutra",0.5,42.65
"Lutra lutra",-3.06,41.51
"Lutra lutra",-8.82,42.86
"Lutra lutra",-8.33,42.32
"Lutra lutra",-8.94,42.86
"Lutra lutra",-8.94,42.77
"Lutra lutra",-8.82,42.77
"Lutra lutra",-3.06,40.79
"Lutra lutra",-6.85,43.2
"Lutra lutra",-8.82,43.31
"Lutra lutra",-8.69,43.22
"Lutra lutra",-8.57,42.95
"Lutra lutra",-8.45,42.23
"Lutra lutra",-7.85,42.4
"Lutra lutra",-8.1,41.95
"Lutra lutra",-8.45,43.13
"Lutra lutra",-9.06,42.86
"Lutra lutra",-6.37,39.86
"Lutra lutra",-8.7,42.59
"Lutra lutra",-8.82,42.95
"Lutra lutra",-8.82,43.22
"Lutra lutra",-8.45,42.77
"Lutra lutra",-6,38.92
"Lutra lutra",-8.57,42.77
"Lutra lutra",-6.13,39.94
"Lutra lutra",-8.33,42.41
"Lutra lutra",-8.69,43.13
"Lutra lutra",-8.57,43.31
"Lutra lutra",-7.83,43.03
"Lutra lutra",-8.57,43.22
"Lutra lutra",-8.94,42.95
"Lutra lutra",-8.45,42.59
"Lutra lutra",-8.69,42.86
"Lutra lutra",-8.82,43.04
"Lutra lutra",-8.45,42.95
"Lutra lutra",-8.7,42.5
"Lutra lutra",-8.69,42.77
"Lutra lutra",-8.57,43.13
"Lutra lutra",-8.33,42.59
"Lutra lutra",-8.45,43.22
"Lutra lutra",-7.84,42.49
"Lutra lutra",-8.57,42.5
"Lutra lutra",-8.21,42.76
"Lutra lutra",-8.2,43.31
"Lutra lutra",-8.57,42.59
"Lutra lutra",-8.57,42.68
"Lutra lutra",-8.45,42.86
"Lutra lutra",-7.83,43.12
"Lutra lutra",-8.57,42.86
"Lutra lutra",-7.83,43.3
"Lutra lutra",-7.96,42.85
"Lutra lutra",-6.02,39.76
"Lutra lutra",-8.19,43.58
"Lutra lutra",-8.45,42.5
"Lutra lutra",-8.94,43.04
"Lutra lutra",-8.21,42.49
"Lutra lutra",-8.45,43.31
"Lutra lutra",-8.45,42.68
"Lutra lutra",-8.69,43.04
"Lutra lutra",-8.45,43.04
"Lutra lutra",-7.84,42.58
"Lutra lutra",-8.09,42.49
"Lutra lutra",-8.2,42.86
"Lutra lutra",-8.08,42.94
"Lutra lutra",-8.32,43.13
"Lutra lutra",-7.84,42.76
"Lutra lutra",-8.33,42.68
"Lutra lutra",-8.69,42.95
"Lutra lutra",-7.83,43.21
"Lutra lutra",-7.96,42.58
"Lutra lutra",-8.32,43.4
"Lutra lutra",-8.07,43.57
"Lutra lutra",-8.08,42.67
"Lutra lutra",-7.96,42.94
"Lutra lutra",-8.57,43.04
"Lutra lutra",-8.07,43.39
"Lutra lutra",-7.95,43.39
"Lutra lutra",-7.84,42.67
"Lutra lutra",-7.82,43.66
"Lutra lutra",-7.95,43.57
"Lutra lutra",-8.09,42.58
"Lutra lutra",-8.32,43.22
"Lutra lutra",-8.2,43.4
"Lutra lutra",-7.84,42.85
"Lutra lutra",-8.2,43.04
"Lutra lutra",-8.08,43.03
"Lutra lutra",-8.94,43.13
"Lutra lutra",-8.21,42.58
"Lutra lutra",-8.08,43.21
"Lutra lutra",-8.33,42.5
"Lutra lutra",-8.2,42.95
"Lutra lutra",-7.83,43.39
"Lutra lutra",-8.33,42.77
"Lutra lutra",-6.44,41.21
"Lutra lutra",-7.96,43.12
"Lutra lutra",-8.08,42.76
"Lutra lutra",-8.32,43.49
"Lutra lutra",-7.96,42.67
"Lutra lutra",-7.96,43.03
"Lutra lutra",-8.07,43.66
"Lutra lutra",-7.95,43.48
"Lutra lutra",-8.07,43.48
"Lutra lutra",-6.56,41.12
"Lutra lutra",-6.57,40.67
"Lutra lutra",-6.45,40.85
"Lutra lutra",-8.08,43.12
"Lutra lutra",-8.32,43.31
"Lutra lutra",-7.95,43.66
"Lutra lutra",-8.69,42.68
"Lutra lutra",-6.57,40.76
"Lutra lutra",-7.83,43.48
"Lutra lutra",-8.2,43.49
"Lutra lutra",-8.21,42.67
"Lutra lutra",-7.84,42.94
"Lutra lutra",-8.08,43.3
"Lutra lutra",-8.2,43.13
"Lutra lutra",-6.56,40.94
"Lutra lutra",-6.32,41.21
"Lutra lutra",-7.95,43.21
"Lutra lutra",-8.08,42.85
"Lutra lutra",-7.96,42.76
"Lutra lutra",-5.97,41.19
"Lutra lutra",-6.55,41.21
"Lutra lutra",-6.43,41.3
"Lutra lutra",-6.07,41.29
"Lutra lutra",-6.46,40.67
"Lutra lutra",-8.33,42.86
"Lutra lutra",-6.44,41.12
"Lutra lutra",-6.33,40.85
"Lutra lutra",-6.21,40.84
"Lutra lutra",-6.34,40.67
"Lutra lutra",-6.21,40.93
"Lutra lutra",-6.56,41.03
"Lutra lutra",-6.53,41.75
"Lutra lutra",-6.44,41.03
"Lutra lutra",-7.82,43.57
"Lutra lutra",-6.08,41.11
"Lutra lutra",-6.31,41.3
"Lutra lutra",-6.32,41.12
"Lutra lutra",-7.97,42.49
"Lutra lutra",-6.22,40.66
"Lutra lutra",-8.2,43.22
"Lutra lutra",-7.95,43.3
"Lutra lutra",-6.1,40.66
"Lutra lutra",-6.33,40.76
"Lutra lutra",-6.45,40.94
"Lutra lutra",-5.83,36.16
"Lutra lutra",-6.29,41.75
"Lutra lutra",-5.98,40.75
"Lutra lutra",-6.04,42.1
"Lutra lutra",-8.33,42.95
"Lutra lutra",-6.39,42.29
"Lutra lutra",-5.85,36.61
"Lutra lutra",-6.41,41.93
"Lutra lutra",-6.51,42.29
"Lutra lutra",-6.08,41.2
"Lutra lutra",-6.4,42.2
"Lutra lutra",-5.97,41.11
"Lutra lutra",-5.97,41.03
"Lutra lutra",-6.1,40.75
"Lutra lutra",-6.52,42.11
"Lutra lutra",-6.53,41.93
"Lutra lutra",-6.22,43.45
"Lutra lutra",-6.18,41.56
"Lutra lutra",-6.52,42.02
"Lutra lutra",-6.19,41.38
"Lutra lutra",-6.45,40.76
"Lutra lutra",-6.22,40.75
"Lutra lutra",-5.84,36.25
"Lutra lutra",-6.52,42.2
"Lutra lutra",-6,40.66
"Lutra lutra",-6.29,41.93
"Lutra lutra",-8.32,43.04
"Lutra lutra",-6.05,41.74
"Lutra lutra",-6.03,42.19
"Lutra lutra",-6.2,41.2
"Lutra lutra",-6.39,42.38
"Lutra lutra",-5.85,36.7
"Lutra lutra",-5.96,43.54
"Lutra lutra",-6.26,42.64
"Lutra lutra",-5.62,36.25
"Lutra lutra",-6.51,42.38
"Lutra lutra",-6.4,42.11
"Lutra lutra",-6.24,42.91
"Lutra lutra",-6.27,42.19
"Lutra lutra",-6.21,43.54
"Lutra lutra",-5.73,36.25
"Lutra lutra",-5.74,36.61
"Lutra lutra",-6.17,41.74
"Lutra lutra",-5.63,36.61
"Lutra lutra",-5.84,36.34
"Lutra lutra",-6.1,43.45
"Lutra lutra",-6.28,42.02
"Lutra lutra",-6.17,41.92
"Lutra lutra",-6.07,41.47
"Lutra lutra",-6.35,43.37
"Lutra lutra",-6.57,40.85
"Lutra lutra",-5.42,36.98
"Lutra lutra",-6.03,42.28
"Lutra lutra",-6.05,41.92
"Lutra lutra",-5.86,36.97
"Lutra lutra",-5.5,36.16
"Lutra lutra",-5.72,36.07
"Lutra lutra",-5.62,36.34
"Lutra lutra",-5.53,36.97
"Lutra lutra",-6.25,42.73
"Lutra lutra",-6.01,43.18
"Lutra lutra",-5.51,36.52
"Lutra lutra",-5.73,36.34
"Lutra lutra",-6.27,42.28
"Lutra lutra",-5.29,36.53
"Lutra lutra",-5.74,36.7
"Lutra lutra",-6.28,42.11
"Lutra lutra",-6.47,43.37
"Lutra lutra",-5.63,36.7
"Lutra lutra",-6.09,43.54
"Lutra lutra",-6.1,43.36
"Lutra lutra",-6.16,42.01
"Lutra lutra",-6.34,43.46
"Lutra lutra",-5.84,36.43
"Lutra lutra",-5.3,40.49
"Lutra lutra",-5.73,36.43
"Lutra lutra",-5.61,36.07
"Lutra lutra",-6.09,41.02
"Lutra lutra",-6.04,42.01
"Lutra lutra",-5.52,36.7
"Lutra lutra",-5.29,36.62
"Lutra lutra",-6.25,42.82
"Lutra lutra",-5.95,36.24
"Lutra lutra",-5.99,43.27
"Lutra lutra",-5.5,36.25
"Lutra lutra",-6.27,42.37
"Lutra lutra",-5.62,36.43
"Lutra lutra",-5.72,36.16
"Lutra lutra",-5.75,36.79
"Lutra lutra",-6.34,43.55
"Lutra lutra",-5.4,36.44
"Lutra lutra",-5.18,40.41
"Lutra lutra",-5.63,36.79
"Lutra lutra",-6.47,43.46
"Lutra lutra",-5.99,43.36
"Lutra lutra",-6.16,42.1
"Lutra lutra",-3.42,41.69
"Lutra lutra",-5.74,36.52
"Lutra lutra",-5.17,40.05
"Lutra lutra",-5.39,36.26
"Lutra lutra",-5.19,40.59
"Lutra lutra",-5.52,36.79
"Lutra lutra",-5.29,40.31
"Lutra lutra",-3.42,41.96
"Lutra lutra",-5.5,36.07
"Lutra lutra",-5.51,36.34
"Lutra lutra",-5.96,36.6
"Lutra lutra",-6.15,42.19
"Lutra lutra",-5.62,36.52
"Lutra lutra",-3.63,38.17
"Lutra lutra",-5.3,36.71
"Lutra lutra",-5.61,36.16
"Lutra lutra",-5.17,40.14
"Lutra lutra",-5.28,36.35
"Lutra lutra",-6.22,43.36
"Lutra lutra",-5.18,40.5
"Lutra lutra",-5.64,36.97
"Lutra lutra",-5.99,43.45
"Lutra lutra",-5.4,36.53
"Lutra lutra",-6.46,43.55
"Lutra lutra",-0.63,42.38
"Lutra lutra",-5.07,40.5
"Lutra lutra",-3.63,38.35
"Lutra lutra",-3.3,42.23
"Lutra lutra",-5.05,40.05
"Lutra lutra",-5.97,36.69
"Lutra lutra",-6.15,42.28
"Lutra lutra",-5.3,40.4
"Lutra lutra",-5.51,36.43
"Lutra lutra",-5.07,40.59
"Lutra lutra",-5.4,36.35
"Lutra lutra",-3.42,42.14
"Lutra lutra",-3.42,42.05
"Lutra lutra",-3.63,38.26
"Lutra lutra",-3.3,41.69
"Lutra lutra",-5.17,40.23
"Lutra lutra",-3.42,41.87
"Lutra lutra",-3.63,38.08
"Lutra lutra",-3.3,42.14
"Lutra lutra",-5.06,40.32
"Lutra lutra",-5.29,36.44
"Lutra lutra",-3.55,42.41
"Lutra lutra",-5.05,40.14
"Lutra lutra",-5.41,36.8
"Lutra lutra",-5.29,40.04
"Lutra lutra",-5.84,42.1
"Lutra lutra",-3.3,41.78
"Lutra lutra",-3.63,38.44
"Lutra lutra",-1.71,42.85
"Lutra lutra",-3.42,41.78
"Lutra lutra",-5.98,36.96
"Lutra lutra",-3.3,41.87
"Lutra lutra",-3.43,42.41
"Lutra lutra",-5.18,40.32
"Lutra lutra",-1.71,43.21
"Lutra lutra",-6.15,42.37
"Lutra lutra",-3.42,42.23
"Lutra lutra",-3.3,41.96
"Lutra lutra",-3.55,42.32
"Lutra lutra",-5.71,41.93
"Lutra lutra",-1.71,43.12
"Lutra lutra",-3.3,42.41
"Lutra lutra",-3.3,41.6
"Lutra lutra",-5.06,40.41
"Lutra lutra",-5.72,42.11
"Lutra lutra",-3.3,42.05
"Lutra lutra",-5.06,40.23
"Lutra lutra",-5.41,36.89
"Lutra lutra",-5.29,40.13
"Lutra lutra",-5.96,42.1
"Lutra lutra",-5.97,42.19
"Lutra lutra",-3.3,42.32
"Lutra lutra",-3.42,41.6
"Lutra lutra",-5.84,42.01
"Lutra lutra",-3.63,38.71
"Lutra lutra",-5.85,42.28
"Lutra lutra",-1.59,43.12
"Lutra lutra",-3.63,38.8
"Lutra lutra",-5.83,41.92
"Lutra lutra",-5.95,41.92
"Lutra lutra",-1.36,42.49
"Lutra lutra",-5.97,42.28
"Lutra lutra",-5.72,42.02
"Lutra lutra",-0.75,42.39
"Lutra lutra",-5.98,42.37
"Lutra lutra",-3.42,42.32
"Lutra lutra",-5.73,42.19
"Lutra lutra",-5.96,42.01
"Lutra lutra",-5.29,40.22
"Lutra lutra",-5.85,42.37
"Lutra lutra",-1.59,42.85
