"species","lon","lat"
"Lutra lutra",-7.57,43.66
"Lutra lutra",-7.45,43.66
"Lutra lutra",-7.33,43.48
"Lutra lutra",-7.21,43.47
"Lutra lutra",-7.2,43.56
"Lutra lutra",-7.33,43.39
"Lutra lutra",-7.33,43.57
"Lutra lutra",-7.21,43.38
"Lutra lutra",-7.46,43.39
"Lutra lutra",-7.09,43.38
"Lutra lutra",-7.08,43.47
"Lutra lutra",-7.61,42.13
"Lutra lutra",-7.49,42.04
"Lutra lutra",-7.49,42.13
"Lutra lutra",-7.6,42.31
"Lutra lutra",-7.6,42.4
"Lutra lutra",-7.49,42.22
"Lutra lutra",-7.48,42.31
"Lutra lutra",-7.48,42.4
"Lutra lutra",-7.49,41.95
"Lutra lutra",-7.61,42.22
"Lutra lutra",-6.59,43.37
"Lutra lutra",-3.29,38.62
"Lutra lutra",-6.59,40.22
"Lutra lutra",-6.59,43.55
"Lutra lutra",-6.59,43.46
"Lutra lutra",-6.58,40.49
"Lutra lutra",-3.17,38.26
"Lutra lutra",-3.06,38.08
"Lutra lutra",-6.71,43.47
"Lutra lutra",-6.59,40.31
"Lutra lutra",-6.6,40.04
"Lutra lutra",-1.97,42.04
"Lutra lutra",-3.29,38.71
"Lutra lutra",-6.48,40.13
"Lutra lutra",-3.06,38.35
"Lutra lutra",-6.58,40.58
"Lutra lutra",-6.71,43.56
"Lutra lutra",-6.47,40.4
"Lutra lutra",-3.17,38.35
"Lutra lutra",-6.36,40.04
"Lutra lutra",-2.21,42.4
"Lutra lutra",-6.58,40.4
"Lutra lutra",-2.22,41.59
"Lutra lutra",-6.59,40.13
"Lutra lutra",-3.06,38.17
"Lutra lutra",-2.22,41.95
"Lutra lutra",-1.97,42.22
"Lutra lutra",-3.17,37.99
"Lutra lutra",-3.06,38.44
"Lutra lutra",-6.47,40.22
"Lutra lutra",-6.46,40.49
"Lutra lutra",-6.48,40.04
"Lutra lutra",-2.1,41.77
"Lutra lutra",-3.17,38.44
"Lutra lutra",-3.29,38.44
"Lutra lutra",-2.21,42.04
"Lutra lutra",-2.22,41.68
"Lutra lutra",-3.17,38.62
"Lutra lutra",-2.09,42.04
"Lutra lutra",-6.47,40.31
"Lutra lutra",-3.06,38.53
"Lutra lutra",-6.46,40.58
"Lutra lutra",-3.17,38.17
"Lutra lutra",-1.97,42.31
"Lutra lutra",-3.06,38.26
"Lutra lutra",-2.21,42.13
"Lutra lutra",-2.1,41.86
"Lutra lutra",-2.22,41.77
"Lutra lutra",-3.29,38.53
"Lutra lutra",-2.09,42.22
"Lutra lutra",-3.17,38.71
"Lutra lutra",-3.06,38.62
"Lutra lutra",-2.1,41.95
"Lutra lutra",-2.21,42.22
"Lutra lutra",-3.17,38.8
"Lutra lutra",-2.22,41.86
"Lutra lutra",-2.09,42.31
"Lutra lutra",-3.06,37.99
"Lutra lutra",-2.09,42.4
"Lutra lutra",-1.98,41.86
"Lutra lutra",-6.12,37.51
"Lutra lutra",-6.21,37.87
"Lutra lutra",-7.24,42.39
"Lutra lutra",-7.24,37.98
"Lutra lutra",-7.61,42.04
"Lutra lutra",-6.89,42.03
"Lutra lutra",-7.01,37.98
"Lutra lutra",-7.22,38.43
"Lutra lutra",-7.12,42.39
"Lutra lutra",-6.79,37.61
"Lutra lutra",-6.88,42.12
"Lutra lutra",-7.22,38.52
"Lutra lutra",-4.21,38.71
"Lutra lutra",-6.88,42.21
"Lutra lutra",-6.79,37.7
"Lutra lutra",-4.21,38.8
"Lutra lutra",-7.22,38.61
"Lutra lutra",-7,38.25
"Lutra lutra",-4.2,38.08
"Lutra lutra",-7.13,42.03
"Lutra lutra",-7.11,38.25
"Lutra lutra",-7.01,42.03
"Lutra lutra",-6.88,42.3
"Lutra lutra",-6.79,37.79
"Lutra lutra",-5.25,38.96
"Lutra lutra",-7.25,42.12
"Lutra lutra",-6.79,37.52
"Lutra lutra",-7,42.12
"Lutra lutra",-4.2,38.17
"Lutra lutra",-7.12,42.12
"Lutra lutra",-7.11,38.34
"Lutra lutra",-5.25,39.05
"Lutra lutra",-7.12,37.98
"Lutra lutra",-7.12,42.21
"Lutra lutra",-4.2,38.26
"Lutra lutra",-7.11,38.43
"Lutra lutra",-7.24,42.21
"Lutra lutra",-7,42.21
"Lutra lutra",-7.12,42.3
"Lutra lutra",-4.81,39.87
"Lutra lutra",-4.2,38.35
"Lutra lutra",-7.24,42.3
"Lutra lutra",-7.11,38.52
"Lutra lutra",-7,42.3
"Lutra lutra",-4.23,39.88
"Lutra lutra",-4.46,39.79
"Lutra lutra",-4.81,39.96
"Lutra lutra",-4.2,38.44
"Lutra lutra",-4.7,39.87
"Lutra lutra",-7.1,38.7
"Lutra lutra",-7,42.39
"Lutra lutra",-3.95,36.82
"Lutra lutra",-6.64,42.11
"Lutra lutra",-4.46,39.88
"Lutra lutra",-4.69,39.78
"Lutra lutra",-4.2,38.53
"Lutra lutra",-4.7,39.96
"Lutra lutra",-7.1,38.79
"Lutra lutra",-4.34,39.79
"Lutra lutra",-6.64,42.2
"Lutra lutra",-3.84,36.82
"Lutra lutra",-4.93,39.87
"Lutra lutra",-6.76,42.21
"Lutra lutra",-4.23,39.79
"Lutra lutra",-6.76,42.12
"Lutra lutra",-7.71,43.21
"Lutra lutra",-7.72,42.49
"Lutra lutra",-4.58,39.78
"Lutra lutra",-4.21,38.62
"Lutra lutra",-4.34,39.88
"Lutra lutra",-4.58,39.87
"Lutra lutra",-7.72,42.67
"Lutra lutra",-6.75,42.39
"Lutra lutra",-6.23,43.18
"Lutra lutra",-7.71,42.85
"Lutra lutra",-4.81,39.78
"Lutra lutra",-3.95,36.91
"Lutra lutra",-7.71,43.3
"Lutra lutra",-7.72,42.58
"Lutra lutra",-6.26,39.58
"Lutra lutra",-3.96,37
"Lutra lutra",-6.64,42.02
"Lutra lutra",-4.58,39.96
"Lutra lutra",-7.72,42.76
"Lutra lutra",-7.71,43.03
"Lutra lutra",-6.16,39.22
"Lutra lutra",-6.23,43.27
"Lutra lutra",-7.6,42.49
"Lutra lutra",-7.7,43.57
"Lutra lutra",-7.71,42.94
"Lutra lutra",-7.35,42.76
"Lutra lutra",-6.26,39.67
"Lutra lutra",-7.24,42.48
"Lutra lutra",-6.61,43.01
"Lutra lutra",-7.71,43.12
"Lutra lutra",-6.06,38.95
"Lutra lutra",-6.63,42.29
"Lutra lutra",-6.16,39.31
"Lutra lutra",-6.12,40.3
"Lutra lutra",-7.35,42.85
"Lutra lutra",-6,40.21
"Lutra lutra",-6.6,43.1
"Lutra lutra",-6.11,40.39
"Lutra lutra",-6.18,38.86
"Lutra lutra",-7.23,42.57
"Lutra lutra",-6.15,39.4
"Lutra lutra",-6.05,39.04
"Lutra lutra",-6.63,42.38
"Lutra lutra",-3.3,41.15
"Lutra lutra",-7.35,42.94
"Lutra lutra",-6.03,40.3
"Lutra lutra",-6.6,43.19
"Lutra lutra",-2.94,42.95
"Lutra lutra",-6.11,40.48
"Lutra lutra",-7.23,42.66
"Lutra lutra",-6.17,38.95
"Lutra lutra",-6.05,39.13
"Lutra lutra",-6.15,39.49
"Lutra lutra",-3.3,41.24
"Lutra lutra",-1.85,42.4
"Lutra lutra",-7.34,43.03
"Lutra lutra",-6,40.38
"Lutra lutra",-7.22,43.2
"Lutra lutra",-2.94,43.13
"Lutra lutra",-6.11,40.57
"Lutra lutra",-7.23,42.75
"Lutra lutra",-6.6,43.28
"Lutra lutra",-7.6,42.58
"Lutra lutra",-6.15,39.58
"Lutra lutra",-6.17,39.04
"Lutra lutra",-3.3,41.33
"Lutra lutra",-7.34,43.12
"Lutra lutra",-2.94,42.5
"Lutra lutra",-6.04,39.31
"Lutra lutra",-6.03,40.48
"Lutra lutra",-7.21,43.29
"Lutra lutra",-6.01,40.03
"Lutra lutra",-2.82,42.5
"Lutra lutra",-7.7,43.39
"Lutra lutra",-6.17,39.13
"Lutra lutra",-6.24,43
"Lutra lutra",-6.14,39.67
"Lutra lutra",-7.34,43.21
"Lutra lutra",-7.6,42.67
"Lutra lutra",-7.11,42.48
"Lutra lutra",-7.23,42.84
"Lutra lutra",-4.14,41.59
"Lutra lutra",-2.94,42.59
"Lutra lutra",-2.82,42.86
"Lutra lutra",-6.02,40.57
"Lutra lutra",-6.01,40.12
"Lutra lutra",-2.82,42.59
"Lutra lutra",-7.7,43.48
"Lutra lutra",-7.34,43.3
"Lutra lutra",-6.06,38.86
"Lutra lutra",-6.62,42.56
"Lutra lutra",-7.22,42.93
"Lutra lutra",-4.14,41.68
"Lutra lutra",-2.94,42.68
"Lutra lutra",-6.24,43.09
"Lutra lutra",-3.3,41.06
"Lutra lutra",-2.82,42.68
"Lutra lutra",-4.14,41.77
"Lutra lutra",-6.62,42.74
"Lutra lutra",-7.22,43.02
"Lutra lutra",-2.94,42.77
"Lutra lutra",-2.82,42.77
"Lutra lutra",-4.15,41.95
"Lutra lutra",-7.22,43.11
"Lutra lutra",-6.61,42.83
"Lutra lutra",-2.94,42.86
"Lutra lutra",-6.61,42.92
"Lutra lutra",-6.48,43.01
"Lutra lutra",-6.5,42.65
"Lutra lutra",-6.48,43.19
"Lutra lutra",-6.49,42.92
"Lutra lutra",-6.48,43.1
"Lutra lutra",-6.37,42.74
"Lutra lutra",-6.51,42.47
"Lutra lutra",-6.38,42.47
"Lutra lutra",-6.26,42.46
"Lutra lutra",-6.37,42.92
"Lutra lutra",-6.49,42.83
"Lutra lutra",-6.38,42.65
"Lutra lutra",-6.5,42.74
"Lutra lutra",-6.38,42.56
"Lutra lutra",-6.5,42.56
"Lutra lutra",-6.47,43.28
"Lutra lutra",-6.35,43.19
"Lutra lutra",-6.36,43.1
"Lutra lutra",-6.35,43.28
"Lutra lutra",-6.26,42.55
"Lutra lutra",-6.37,42.83
"Lutra lutra",-6.02,42.37
"Lutra lutra",-6.36,43.01
"Lutra lutra",-6,37.5
"Lutra lutra",-6.66,38.06
"Lutra lutra",-6.11,37.6
"Lutra lutra",-6.31,38.32
"Lutra lutra",-6.65,38.51
"Lutra lutra",-6.66,38.24
"Lutra lutra",-6.54,38.42
"Lutra lutra",-6.03,37.87
"Lutra lutra",-6.55,37.97
"Lutra lutra",-6.65,38.6
"Lutra lutra",-6.43,38.33
"Lutra lutra",-6.43,38.15
"Lutra lutra",-6.54,38.24
"Lutra lutra",-6.31,38.41
"Lutra lutra",-6.07,37.6
"Lutra lutra",-6.65,38.33
"Lutra lutra",-6.64,38.78
"Lutra lutra",-6.65,38.42
"Lutra lutra",-6.53,38.51
"Lutra lutra",-6.32,38.05
"Lutra lutra",-6.67,37.97
"Lutra lutra",-6.3,38.59
"Lutra lutra",-6.55,38.15
"Lutra lutra",-6.42,38.42
"Lutra lutra",-6.43,38.24
"Lutra lutra",-6.54,38.33
"Lutra lutra",-5.99,38.32
"Lutra lutra",-6.31,38.5
"Lutra lutra",-6.01,38.09
"Lutra lutra",-6.64,38.69
"Lutra lutra",-6.42,38.51
"Lutra lutra",-6.64,38.87
"Lutra lutra",-6.32,38.14
"Lutra lutra",-6.02,38.4
"Lutra lutra",-6.1,37.87
"Lutra lutra",-6.02,38.14
"Lutra lutra",-6.41,38.78
"Lutra lutra",-6.32,38.23
"Lutra lutra",-6.53,38.6
"Lutra lutra",-6,38.5
"Lutra lutra",-6.02,38.23
"Lutra lutra",-6.32,37.96
"Lutra lutra",-6.53,38.69
"Lutra lutra",-5.57,38.24
"Lutra lutra",-5.56,37.96
"Lutra lutra",-6.44,37.96
"Lutra lutra",-5.34,38.15
"Lutra lutra",-5.35,38.42
"Lutra lutra",-5.46,38.42
"Lutra lutra",-5.45,38.06
"Lutra lutra",-3.06,39.8
"Lutra lutra",-3.29,39.43
"Lutra lutra",-3.06,39.89
"Lutra lutra",-5.58,38.42
"Lutra lutra",-3.53,39.79
"Lutra lutra",-3.06,38.89
"Lutra lutra",-5.59,38.78
"Lutra lutra",-5.56,38.05
"Lutra lutra",-3.76,39.97
"Lutra lutra",-5.47,38.6
"Lutra lutra",-3.76,39.88
"Lutra lutra",-3.29,39.34
"Lutra lutra",-5.35,38.33
"Lutra lutra",-3.17,38.89
"Lutra lutra",-2.94,37.63
"Lutra lutra",-3.29,39.52
"Lutra lutra",-3.06,39.71
"Lutra lutra",0.89,42.03
"Lutra lutra",-3.88,39.88
"Lutra lutra",-2.94,37.54
"Lutra lutra",0.75,42.39
"Lutra lutra",-5.47,38.51
"Lutra lutra",-2.94,37.9
"Lutra lutra",-3.06,39.98
"Lutra lutra",-3.41,39.79
"Lutra lutra",1.01,42.03
"Lutra lutra",-4.11,39.88
"Lutra lutra",0.89,41.94
"Lutra lutra",-3.06,39.07
"Lutra lutra",0.88,42.3
"Lutra lutra",-5.34,38.06
"Lutra lutra",0.76,42.3
"Lutra lutra",1,42.3
"Lutra lutra",-5.45,37.97
"Lutra lutra",1,42.39
"Lutra lutra",-3.17,39.52
"Lutra lutra",0.88,42.21
"Lutra lutra",0.88,42.12
"Lutra lutra",0.76,42.21
"Lutra lutra",-3.41,39.88
"Lutra lutra",1.01,41.94
"Lutra lutra",-2.94,37.72
"Lutra lutra",-4.11,39.79
"Lutra lutra",1.13,42.03
"Lutra lutra",1,42.21
"Lutra lutra",1.13,41.94
"Lutra lutra",-2.94,37.81
"Lutra lutra",0.89,41.85
"Lutra lutra",-3.29,39.79
"Lutra lutra",1.12,42.3
"Lutra lutra",-3.28,37.72
"Lutra lutra",1.12,42.12
"Lutra lutra",-3.4,38.26
"Lutra lutra",-3.64,39.88
"Lutra lutra",-3.52,38.35
"Lutra lutra",-3.17,37.9
"Lutra lutra",-3.4,38.08
"Lutra lutra",-3.06,37.54
"Lutra lutra",-3.52,38.44
"Lutra lutra",-3.4,37.99
"Lutra lutra",-3.52,38.62
"Lutra lutra",1.12,42.39
"Lutra lutra",-3.17,37.72
"Lutra lutra",-3.88,39.79
"Lutra lutra",-3.4,38.71
"Lutra lutra",1.25,41.85
"Lutra lutra",-6.41,38.87
"Lutra lutra",-3.28,37.9
"Lutra lutra",-3.28,37.81
"Lutra lutra",-6.52,39.05
"Lutra lutra",-3.4,38.35
"Lutra lutra",-6.39,39.41
"Lutra lutra",-6.39,39.23
"Lutra lutra",-6.5,39.41
"Lutra lutra",-3.52,38.71
"Lutra lutra",-3.64,39.97
"Lutra lutra",-6.29,38.86
"Lutra lutra",-6.27,39.4
"Lutra lutra",-3.52,38.8
"Lutra lutra",-6.5,39.59
"Lutra lutra",-6.4,39.05
"Lutra lutra",-3.17,37.81
"Lutra lutra",0.87,42.39
"Lutra lutra",-3.4,38.62
"Lutra lutra",-3.4,38.44
"Lutra lutra",-6.4,38.96
"Lutra lutra",-6.12,43
"Lutra lutra",-6.14,42.46
"Lutra lutra",-6.51,39.14
"Lutra lutra",-6.39,39.32
"Lutra lutra",-6.29,38.95
"Lutra lutra",-6.5,39.5
"Lutra lutra",-6.13,42.82
"Lutra lutra",-6.38,39.5
"Lutra lutra",-6.27,39.49
"Lutra lutra",-6.49,39.68
"Lutra lutra",-6.13,42.64
"Lutra lutra",-6.4,39.14
"Lutra lutra",-6.1,43.27
"Lutra lutra",-6.28,39.04
"Lutra lutra",-6.51,39.23
"Lutra lutra",-6.02,42.55
"Lutra lutra",-6.11,43.09
"Lutra lutra",-6.14,42.55
"Lutra lutra",-6.02,42.99
"Lutra lutra",-6.11,43.18
"Lutra lutra",-6.12,42.91
"Lutra lutra",-6.01,42.64
"Lutra lutra",-6.01,43.13
"Lutra lutra",-6.01,42.73
"Lutra lutra",-6.13,42.73
"Lutra lutra",-3.4,38.53
"Lutra lutra",-3.51,38.26
"Lutra lutra",-6.02,42.46
"Lutra lutra",-6.51,39.32
"Lutra lutra",-6.28,39.13
"Lutra lutra",-6.61,39.59
"Lutra lutra",-7.59,43.12
"Lutra lutra",-6.52,38.96
"Lutra lutra",-6.63,38.96
"Lutra lutra",-6.87,42.57
"Lutra lutra",-6.63,39.14
"Lutra lutra",-6.61,39.68
"Lutra lutra",-6.62,39.41
"Lutra lutra",-6.62,39.32
"Lutra lutra",-7.47,42.67
"Lutra lutra",-6.28,39.22
"Lutra lutra",-7.35,42.67
"Lutra lutra",-6.38,39.59
"Lutra lutra",-6.86,42.66
"Lutra lutra",-6.62,39.5
"Lutra lutra",-7.58,43.21
"Lutra lutra",-6.04,42.9
"Lutra lutra",-7.47,42.94
"Lutra lutra",-6,42.82
"Lutra lutra",2.46,41.69
"Lutra lutra",-6.52,38.87
"Lutra lutra",-7.59,43.03
"Lutra lutra",-6.62,39.23
"Lutra lutra",-7.47,42.76
"Lutra lutra",-7.48,42.49
"Lutra lutra",2.34,41.59
"Lutra lutra",-7.48,42.58
"Lutra lutra",-7.59,42.85
"Lutra lutra",1.97,42.22
"Lutra lutra",-7.36,42.49
"Lutra lutra",-7.46,43.12
"Lutra lutra",-7.46,43.3
"Lutra lutra",2.46,41.96
"Lutra lutra",-6.27,39.31
"Lutra lutra",-3.77,41.05
"Lutra lutra",-6.38,39.68
"Lutra lutra",-7.58,43.3
"Lutra lutra",2.1,41.77
"Lutra lutra",-7.36,42.58
"Lutra lutra",2.46,42.05
"Lutra lutra",-3.66,41.14
"Lutra lutra",-6.63,39.05
"Lutra lutra",2.34,41.69
"Lutra lutra",1.97,42.31
"Lutra lutra",-3.65,40.87
"Lutra lutra",2.22,41.68
"Lutra lutra",-7.46,43.21
"Lutra lutra",2.33,42.32
"Lutra lutra",-3.78,41.23
"Lutra lutra",-3.9,41.32
"Lutra lutra",2.46,42.14
"Lutra lutra",-3.77,40.87
"Lutra lutra",-3.77,40.96
"Lutra lutra",2.22,41.59
"Lutra lutra",2.45,42.23
"Lutra lutra",-3.65,41.05
"Lutra lutra",2.34,41.87
"Lutra lutra",1.48,42.31
"Lutra lutra",2.58,42.05
"Lutra lutra",-7.47,42.85
"Lutra lutra",1.24,42.39
"Lutra lutra",-3.78,41.32
"Lutra lutra",-7.47,43.03
"Lutra lutra",-3.66,41.5
"Lutra lutra",-3.77,41.14
"Lutra lutra",-3.53,40.88
"Lutra lutra",1.61,42.13
"Lutra lutra",1.6,42.31
"Lutra lutra",-3.66,41.23
"Lutra lutra",-3.65,40.96
"Lutra lutra",-7.59,42.76
"Lutra lutra",1.24,42.3
"Lutra lutra",1.49,41.95
"Lutra lutra",1.37,42.13
"Lutra lutra",1.6,42.4
"Lutra lutra",1.37,41.95
"Lutra lutra",-3.53,40.69
"Lutra lutra",2.58,41.96
"Lutra lutra",1.36,42.4
"Lutra lutra",1.25,42.12
"Lutra lutra",-7.59,42.94
"Lutra lutra",-3.9,41.41
"Lutra lutra",1.37,42.04
"Lutra lutra",-3.65,40.78
"Lutra lutra",1.48,42.4
"Lutra lutra",-3.65,40.69
"Lutra lutra",1.73,41.86
"Lutra lutra",1.74,41.77
"Lutra lutra",1.61,41.95
"Lutra lutra",2.1,41.95
"Lutra lutra",2.22,41.77
"Lutra lutra",1.25,42.03
"Lutra lutra",1.61,42.04
"Lutra lutra",1.36,42.22
"Lutra lutra",1.36,42.31
"Lutra lutra",-3.53,40.78
"Lutra lutra",-3.66,41.32
"Lutra lutra",-5.66,37.6
"Lutra lutra",-6,37.5
"Lutra lutra",-5.78,37.6
"Lutra lutra",-6.03,39.49
"Lutra lutra",-5.87,37.15
"Lutra lutra",-6.03,39.58
"Lutra lutra",-5.54,37.24
"Lutra lutra",-5.78,37.78
"Lutra lutra",-5.78,37.69
"Lutra lutra",-5.89,37.69
"Lutra lutra",-5.98,37.14
"Lutra lutra",-5.97,37.69
"Lutra lutra",-5.9,37.78
"Lutra lutra",-3.75,38.71
"Lutra lutra",-5.56,37.78
"Lutra lutra",-5.79,37.87
"Lutra lutra",-5.88,37.51
"Lutra lutra",-4.17,43.03
"Lutra lutra",-3.86,38.17
"Lutra lutra",-5.9,37.87
"Lutra lutra",-5.67,37.78
"Lutra lutra",-3.86,38.35
"Lutra lutra",-5.53,37.15
"Lutra lutra",-3.86,38.26
"Lutra lutra",-1.16,41.04
"Lutra lutra",-3.86,38.8
"Lutra lutra",-3.86,38.44
"Lutra lutra",-1.73,41.86
"Lutra lutra",-5.67,37.87
"Lutra lutra",-5.55,37.69
"Lutra lutra",-5.55,37.51
"Lutra lutra",-3.74,38.35
"Lutra lutra",-4.69,39.51
"Lutra lutra",-0.79,41.31
"Lutra lutra",-5.67,37.69
"Lutra lutra",-4.04,42.76
"Lutra lutra",-3.74,38.26
"Lutra lutra",-1.27,41.22
"Lutra lutra",-5.98,37.6
"Lutra lutra",-5.96,37.87
"Lutra lutra",-4.04,43.03
"Lutra lutra",-0.69,40.67
"Lutra lutra",-5.96,37.78
"Lutra lutra",-4.04,42.94
"Lutra lutra",-6.04,39.4
"Lutra lutra",-4.04,42.58
"Lutra lutra",-4.04,43.12
"Lutra lutra",-3.75,38.8
"Lutra lutra",-0.81,40.77
"Lutra lutra",-5.89,37.6
"Lutra lutra",-1.03,41.31
"Lutra lutra",-1.73,42.13
"Lutra lutra",-4.03,42.49
"Lutra lutra",-0.81,40.68
"Lutra lutra",-4.17,43.3
"Lutra lutra",-4.56,38.97
"Lutra lutra",-4.17,43.12
"Lutra lutra",-4.16,42.94
"Lutra lutra",-4.69,39.6
"Lutra lutra",-4.04,42.85
"Lutra lutra",-1.16,40.95
"Lutra lutra",-1.61,42.13
"Lutra lutra",-1.62,41.59
"Lutra lutra",-5.55,37.6
"Lutra lutra",-3.86,38.71
"Lutra lutra",-5.65,37.24
"Lutra lutra",-4.04,42.67
"Lutra lutra",-3.74,38.17
"Lutra lutra",-3.74,37.99
"Lutra lutra",-1.5,41.59
"Lutra lutra",-4.8,39.24
"Lutra lutra",-4.81,39.6
"Lutra lutra",-1.25,42.03
"Lutra lutra",-1.73,42.31
"Lutra lutra",-1.48,42.4
"Lutra lutra",-1.14,41.67
"Lutra lutra",-4.56,39.06
"Lutra lutra",-4.2,37.99
"Lutra lutra",-4.69,39.69
"Lutra lutra",-1.73,42.22
"Lutra lutra",-1.26,41.58
"Lutra lutra",-1.6,42.31
"Lutra lutra",-1.61,42.04
"Lutra lutra",-1.74,41.59
"Lutra lutra",-3.74,38.44
"Lutra lutra",-3.63,37.99
"Lutra lutra",-4.68,39.24
"Lutra lutra",-4.81,39.69
"Lutra lutra",-1.49,42.04
"Lutra lutra",-0.92,40.95
"Lutra lutra",-0.93,40.77
"Lutra lutra",-4.56,39.24
"Lutra lutra",-4.32,38.71
"Lutra lutra",-4.8,39.42
"Lutra lutra",-1.25,42.12
"Lutra lutra",-1.36,42.4
"Lutra lutra",-4.79,39.06
"Lutra lutra",-4.56,38.88
"Lutra lutra",-4.67,38.97
"Lutra lutra",-1.26,41.67
"Lutra lutra",-1.6,42.4
"Lutra lutra",-3.75,38.62
"Lutra lutra",-4.68,39.33
"Lutra lutra",-6.68,37.61
"Lutra lutra",-6.67,37.7
"Lutra lutra",-4.79,39.15
"Lutra lutra",-4.32,38.8
"Lutra lutra",-1.24,42.21
"Lutra lutra",-6.96,43.56
"Lutra lutra",-4.68,39.15
"Lutra lutra",-6.67,37.88
"Lutra lutra",-6.36,37.06
"Lutra lutra",-6.96,43.47
"Lutra lutra",-4.68,39.42
"Lutra lutra",-6.67,37.79
"Lutra lutra",-6.58,37.07
"Lutra lutra",-6.96,43.38
"Lutra lutra",-6.45,37.69
"Lutra lutra",-6.56,37.61
"Lutra lutra",-6.56,37.79
"Lutra lutra",-6.57,37.43
"Lutra lutra",-6.34,37.42
"Lutra lutra",-6.46,37.24
"Lutra lutra",-6.35,37.33
"Lutra lutra",-1.3,39.96
"Lutra lutra",-6.58,37.16
"Lutra lutra",-6.58,37.25
"Lutra lutra",-6.83,43.56
"Lutra lutra",-0.72,39.95
"Lutra lutra",-0.72,39.86
"Lutra lutra",-6.22,40.57
"Lutra lutra",-6.84,43.47
"Lutra lutra",-6.47,37.06
"Lutra lutra",-6.35,40.49
"Lutra lutra",-6.35,37.15
"Lutra lutra",-6.84,43.38
"Lutra lutra",-6.36,40.13
"Lutra lutra",-6.12,40.12
"Lutra lutra",-6.24,40.21
"Lutra lutra",-6.36,40.22
"Lutra lutra",-6.57,37.52
"Lutra lutra",-6.25,40.03
"Lutra lutra",-6.23,40.39
"Lutra lutra",-6.24,40.12
"Lutra lutra",-6.35,40.31
"Lutra lutra",-5.07,36.62
"Lutra lutra",-2.03,38.17
"Lutra lutra",-6.44,37.87
"Lutra lutra",-6.13,40.03
"Lutra lutra",-5.97,40.39
"Lutra lutra",-0.6,39.95
"Lutra lutra",-6.35,37.24
"Lutra lutra",-1.19,39.96
"Lutra lutra",-4.96,36.71
"Lutra lutra",-5.88,40.12
"Lutra lutra",-5.18,36.62
"Lutra lutra",-1.42,39.87
"Lutra lutra",-1.19,39.78
"Lutra lutra",-1.19,39.87
"Lutra lutra",-6.45,37.51
"Lutra lutra",-6.47,37.15
"Lutra lutra",-5.19,36.8
"Lutra lutra",-6,40.21
"Lutra lutra",-1.42,39.78
"Lutra lutra",-5.97,40.29
"Lutra lutra",-6.72,43.38
"Lutra lutra",-5.97,40.47
"Lutra lutra",-0.49,39.86
"Lutra lutra",-5.87,40.03
"Lutra lutra",-2.03,38.26
"Lutra lutra",-5.88,40.3
"Lutra lutra",-5.99,40.03
"Lutra lutra",-6.23,40.3
"Lutra lutra",-5.07,36.53
"Lutra lutra",-6.23,40.48
"Lutra lutra",-6.97,43.2
"Lutra lutra",-5.19,36.89
"Lutra lutra",-2.26,38.44
"Lutra lutra",-4.08,38.17
"Lutra lutra",-6.35,40.4
"Lutra lutra",-4.96,36.8
"Lutra lutra",-7.1,42.84
"Lutra lutra",-5.18,36.71
"Lutra lutra",-6.12,40.21
"Lutra lutra",-5.07,36.71
"Lutra lutra",-4.85,36.9
"Lutra lutra",-5.99,40.12
"Lutra lutra",-1.91,38.26
"Lutra lutra",-2.03,38.35
"Lutra lutra",-7.1,42.93
"Lutra lutra",-5.88,40.21
"Lutra lutra",-2.25,38.53
"Lutra lutra",-2.34,42.05
"Lutra lutra",-2.46,41.6
"Lutra lutra",-6.97,43.29
"Lutra lutra",-4.96,36.89
"Lutra lutra",-5.97,40.57
"Lutra lutra",-1.07,39.78
"Lutra lutra",-4.09,38.26
"Lutra lutra",-3.97,38.35
"Lutra lutra",-5.19,36.98
"Lutra lutra",-4.85,36.99
"Lutra lutra",-5.07,36.8
"Lutra lutra",-1.91,38.35
"Lutra lutra",-7.1,43.02
"Lutra lutra",-6.87,42.48
"Lutra lutra",-2.25,38.62
"Lutra lutra",-2.33,42.14
"Lutra lutra",-2.46,41.69
"Lutra lutra",-2.03,38.44
"Lutra lutra",-4.84,36.54
"Lutra lutra",-4.73,36.54
"Lutra lutra",-6.99,42.57
"Lutra lutra",-2.37,38.53
"Lutra lutra",-3.97,38.44
"Lutra lutra",-5.08,36.98
"Lutra lutra",-4.09,38.35
"Lutra lutra",-2.45,42.32
"Lutra lutra",-1.91,38.44
"Lutra lutra",-3.06,37.63
"Lutra lutra",-7.09,43.11
"Lutra lutra",-2.14,38.35
"Lutra lutra",-2.33,42.23
"Lutra lutra",-6.99,42.66
"Lutra lutra",-4.95,36.53
"Lutra lutra",-4.85,36.72
"Lutra lutra",-2.37,38.62
"Lutra lutra",-4.09,38.44
"Lutra lutra",-2.02,38.53
"Lutra lutra",-2.46,41.78
"Lutra lutra",-7.11,42.57
"Lutra lutra",-2.37,38.35
"Lutra lutra",-3.98,38.62
"Lutra lutra",-2.45,42.41
"Lutra lutra",-3.06,37.72
"Lutra lutra",-2.33,42.32
"Lutra lutra",-7.09,43.2
"Lutra lutra",-2.14,38.44
"Lutra lutra",-4.96,36.62
"Lutra lutra",-2.26,38.17
"Lutra lutra",-1.92,38.17
"Lutra lutra",-6.98,42.75
"Lutra lutra",-3.85,37.99
